
Full Link Report

Report Save Time: 2024-10-04 09:00:31   |   End Date: 2024-10-04 00:00:00

Link Name,Site A Name,Site A Location,Site A IP,Site A Physical Port,Site Z Name,Site Z Location,Site Z IP,Site Z Physical Port,Link Configuration,Site A Radio,Site Z Radio,Site A Tx Freq [MHz],Site Z Tx Freq [MHz],Site A Tx Freq Min [MHz],Site Z Tx Freq Min [MHz],Site A Tx Freq Max [MHz],Site Z Tx Freq Max [MHz],ATPC,Site A Radio Link ID,Site Z Radio Link ID,Site A Max Power (Preset) [dBm],Site Z Max Power (Preset) [dBm],Site A Tx Power (Current) [dBm],Site Z Tx Power (Current) [dBm],Site A Rx Level (Current) [dBm],Site Z Rx Level (Current) [dBm],Site A Max Tx Power (Last 24 h) [dBm],Site Z Max Tx Power (Last 24 h) [dBm],Site A Min Tx Power (Last 24 h) [dBm],Site Z Min Tx Power (Last 24 h) [dBm],Site A Max Rx Level (Last 24 h) [dBm],Site Z Max Rx Level (Last 24 h) [dBm],Site A Min Rx Level (Last 24 h) [dBm],Site Z Min Rx Level (Last 24 h) [dBm],Site A Radio Script,Site Z Radio Script,MRMC Script Operational Mode,MRMC Script Profile,MRMC Script Maximum Profile,MRMC Script Minimum Profile,Site A MRMC Threshold 1,Site Z MRMC Threshold 1,Site A MRMC Threshold 2,Site Z MRMC Threshold 2,Site A Above MRMC Threshold 1 (Last 24 h) [sec],Site Z Above MRMC Threshold 1 (Last 24 h) [sec],Site A Below MRMC Threshold 1 (Last 24 h) [sec],Site Z Below MRMC Threshold 1 (Last 24 h) [sec],Site A Below MRMC Threshold 2 (Last 24 h) [sec],Site Z Below MRMC Threshold 2 (Last 24 h) [sec],Site A Radio Script Max Capacity [Mb/s],Site Z Radio Script Max Capacity [Mb/s],Site A Max HW Radio Capacity [Mb/s],Site Z Max HW Radio Capacity [Mb/s],Total Link Supported Capacity [Mb/s],Site A Max Ethernet Capacity [Mb/s],Site Z Max Ethernet Capacity [Mb/s],Site A Peak Capacity (Last 24 h) [Mb/s],Site Z Peak Capacity (Last 24 h) [Mb/s],Site A Avg Capacity (Last 24 h) [Mb/s],Site Z Avg Capacity (Last 24 h) [Mb/s],Site A Capacity Exceeded (Last 24 h) [sec],Site Z Capacity Exceeded (Last 24 h) [sec],Site A Peak Throughput (Last 24 h) [Mb/s],Site Z Peak Throughput (Last 24 h) [Mb/s],Site A Avg Throughput (Last 24 h) [Mb/s],Site Z Avg Throughput (Last 24 h) [Mb/s],Site A Min Throughput (Last 24 h) [Mb/s],Site Z Min Throughput (Last 24 h) [Mb/s],Site A Throughput Exceeded (Last 24 h) [sec],Site Z Throughput Exceeded (Last 24 h) [sec],Site A Peak Utilization (Last 24 h) [%],Site Z Peak Utilization (Last 24 h) [%],Site A Avg Utilization (Last 24 h) [%],Site Z Avg Utilization (Last 24 h) [%],Site A Utilization Threshold 1,Site Z Utilization Threshold 1,Site A Utilization Threshold 2,Site Z Utilization Threshold 2,Site A Utilization Threshold 3,Site Z Utilization Threshold 3,Site A Exceeding Utilization Threshold 1 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 1 (Last 24 h) [sec],Site A Exceeding Utilization Threshold 2 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 2 (Last 24 h) [sec],Site A Exceeding Utilization Threshold 3 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 3 (Last 24 h) [sec],Site A Below Utilization Threshold 3 (Last 24 h) [sec],Site Z Below Utilization Threshold 3 (Last 24 h) [sec],Site A Max E1/T1,Site Z Max E1/T1,Site A Active E1/T1,Site Z Active E1/T1,Site A E1/T1 Utilization [%],Site Z E1/T1 Utilization [%],Site A Frame Error Rate (Last 24 h) [%],Site Z Frame Error Rate (Last 24 h) [%]
"INKA203131_KBAN_I_C_I2C2 - INKA007257_KBAN_I_C_I2C1","INKA203131_KBAN_I_C_I2C2","INKA203131","2402:8100:4000:0:0:f:1f00:2d27","Slot 2 / Port 2","INKA007257_KBAN_I_C_I2C1","INKA007257","2402:8100:4000:0:0:f:1f00:2d26","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","18","18","2","2","-26","-26","2","2","2","2","-26","-26","-27","-27","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86399","86399","135","135","0","0","0","0","0","0"
"INKA007921_KBAN_I_C_I2C1 - IDKA103061_KBAN_I_C_I2C2","INKA007921_KBAN_I_C_I2C1","INKA007921","2402:8100:4000:0:0:f:1f00:54b","Slot 2 / Port 1","IDKA103061_KBAN_I_C_I2C2","IDKA103061","2402:8100:4000:0:0:f:1f00:54a","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","18","18","3","3","-27","-29","3","3","3","3","-26","-27","-34","-35","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","38","157","1","19","63185","83422","37","155","0","18","0","0","58434","83163","7","32","0","3","0","0","0","0","0","0","0","0","3600","74088","0","0","82799","12312","135","135","0","0","0","0","0","0"
"INKL225354_CHAL_I_C_I2C1 - INKL000293_CHAL_I_C_I2C1","INKL225354_CHAL_I_C_I2C1","INKL225354","2402:8100:4000:0:0:1:1f40:4211","Slot 2 / Port 2","INKL000293_CHAL_I_C_I2C1","INKL000293","2402:8100:4000:0:0:1:1f40:4210","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","20","20","17","17","-32","-30","17","17","17","17","-31","-30","-33","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","61","198","4","43","0","0","60","195","3","42","0","0","0","0","13","43","0","8","0","0","0","0","0","0","0","0","49406","82443","0","0","36993","3956","125","125","0","0","0","0","0","0"
"IDKA107796_KMYS_I_C_I2C1 - INKA003222_KMYS_I_C_I2C1","IDKA107796_KMYS_I_C_I2C1","IDKA107796","2402:8100:4000:0:0:f:1f00:2bc3","Slot 2 / Port 2","INKA003222_KMYS_I_C_I2C1","INKA003222","2402:8100:4000:0:0:f:1f00:2bc2","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15187","14767","15117","14697","15341","14921","Disable","1","1","18","18","12","12","-31","-29","12","12","12","12","-30","-29","-34","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86399","86400","135","135","0","0","0","0","0","0"
"IDKL100116_MAYY_I_C_I2C1 - IDKL105158_MAYY_I_C_I2C2","IDKL100116_MAYY_I_C_I2C1","IDKL100116","2402:8100:4000:0:0:1:1f40:be3","Slot 2 / Port 1","IDKL105158_MAYY_I_C_I2C2","IDKL105158","2402:8100:4000:0:0:1:1f40:be2","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14543","14963","14501","14935","14725","15131","Disable","1","1","18","18","12","12","-32","-33","12","12","12","12","-31","-32","-92","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","84600","78300","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","49","283","6","66","0","0","47","278","5","64","0","0","0","69243","9","57","0","12","0","100","0","0","0","0","0","0","61495","81546","0","0","24905","3054","135","135","0","0","0","0","0","0"
"IDKA103831_KBAN_I_C_I2C1 - INKA004925_KBAN_I_C_I2C1","IDKA103831_KBAN_I_C_I2C1","IDKA103831","2402:8100:4000:0:0:f:1f00:27a3","Slot 2 / Port 1","INKA004925_KBAN_I_C_I2C1","INKA004925\","2402:8100:4000:0:0:f:1f00:27a2","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","5","5","-27","-29","5","5","5","5","-26","-28","-35","-37","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","199","48","11","0","0","0","195","47","10","0","0","0","0","0","42","9","1","0","0","0","0","0","0","0","0","0","61279","2717","0","0","25121","83683","135","135","0","0","0","0","0","0"
"INKA007108_KBAN_I_C_I2C_2 - INKA007442_KBAN_I_C_I2C_1","INKA007108_KBAN_I_C_I2C_2","INKA007108","2402:8100:4000:0:0:f:1f00:23e7","Slot 2 / Port 1","INKA007442_KBAN_I_C_I2C_1","INKA007442","2402:8100:4000:0:0:f:1f00:23e6","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15159","14739","15117","14697","15341","14921","Disable","1","1","18","18","10","10","-30","-30","10","10","10","10","-30","-30","-31","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","115","32","4","0","0","0","113","32","4","0","0","0","0","0","23","6","0","0","0","0","0","0","0","0","0","0","31511","818","0","0","54888","85582","135","135","0","0","0","0","0","0"
"INKA201111_KBAN_I_C_I2C1 - IDKA106086_KBAN_I_C_I2C2","INKA201111_KBAN_I_C_I2C1","INKA201111","2402:8100:4000:0:0:f:1f00:2a05","Slot 2 / Port 2","IDKA106086_KBAN_I_C_I2C2","IDKA106086","2402:8100:4000:0:0:f:1f00:2a04","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","8","8","-29","-30","8","8","8","8","-28","-29","-30","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","70199","75599","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70199","75599","135","135","0","0","0","0","0","0"
"INKL020587_TMEC_I_C_I2C1 - INKL006265_TMEC_I_C_I2C1","INKL020587_TMEC_I_C_I2C1","INKL006265","2402:8100:4000:0:0:1:1f40:ec3","Slot 2 / Port 1","INKL006265_TMEC_I_C_I2C1","INKL006265","2402:8100:4000:0:0:1:1f40:ec2","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14893","15313","14697","15117","14921","15341","Disable","1","1","20","20","18","18","-31","-33","18","18","18","18","-30","-32","-32","-34","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","7","0","0","0","0","0","86399","86399","0","0","0","0","489.311","489.311","672.601","672.601","672.601","402.86","402.86","103","386","19","158","0","0","100","379","18","155","0","0","0","0","12","47","1","18","0","0","0","0","0","0","0","0","72319","85920","0","0","14080","479","223","223","0","0","0","0","0","0"
"INKL207006_TRIP_I_C_I2C1 - INKL013635_TRIP_I_C_I2C1","INKL207006_TRIP_I_C_I2C1","INKL013635","2402:8100:4000:0:0:1:1f40:1d05","Slot 2 / Port 2","INKL013635_TRIP_I_C_I2C1","INKL207006","2402:8100:4000:0:0:1:1f40:1d04","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14949","14529","14921","14501","15145","14725","Disable","1","1","20","20","17","17","-28","-29","17","17","17","17","-28","-28","-29","-30","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","489.311","489.311","672.601","672.601","672.601","464.85","464.85","121","430","15","122","0","0","117","423","14","120","0","0","0","0","12","45","0","12","0","0","0","0","0","0","0","0","61409","83232","0","0","24990","3167","258","258","0","0","0","0","0","0"
"IDKA102326_KBAN_I_C_I2C1 - IDKA105021_KBAN_I_C_I2C2","IDKA102326_KBAN_I_C_I2C1","N/A","2402:8100:4000:0:0:f:1f00:34c","Slot 2 / Port 2","IDKA105021_KBAN_I_C_I2C2","IDKA105021","2402:8100:4000:0:0:f:1f00:34b","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14739","15159","14697","15117","14921","15341","Disable","1","1","20","20","20","20","-32","-32","20","20","20","20","-31","-32","-33","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","7","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","200.96","200.96","38","135","1","20","66769","79088","37","133","1","19","0","0","64011","78844","9","33","0","4","100","100","0","0","0","0","0","0","14671","73832","0","0","71728","12567","111","111","0","0","0","0","0","0"
"INKL039297_THAZ_I_C_I2C1 - IDKL104184_THAZ_I_C_I2C1","INKL039297_THAZ_I_C_I2C1","IDKL103492","2402:8100:4000:0:0:1:1f40:411","Slot 2 / Port 1","IDKL104184_THAZ_I_C_I2C1","IDKL104184","2402:8100:4000:0:0:1:1f40:410","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14529","14949","14501","14921","14725","15145","Disable","1","1","20","20","16","16","-38","-40","16","16","16","16","-38","-39","-43","-43","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","7","0","0","0","0","0","86399","86400","0","0","0","0","489.311","489.311","672.601","672.601","672.601","402.86","402.86","54","353","11","108","0","0","52","347","11","106","0","0","0","0","6","43","0","12","0","0","0","0","0","0","0","0","61221","79293","0","0","25178","7107","223","223","0","0","0","0","0","0"
"INKL232478_TIRA_I_C_I2C1 - INKL003843_TIRA_I_C_I2C1","INKL232478_TIRA_I_C_I2C1","INKL232478","2402:8100:4000:0:0:1:1f40:e93","Slot 2 / Port 1","INKL003843_TIRA_I_C_I2C1","INKL003843","2402:8100:4000:0:0:1:1f40:e92","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14515","14935","14501","14921","14725","15145","Disable","1","1","18","18","11","11","-32","-33","11","11","11","11","-32","-32","-33","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","57","334","12","94","0","0","55","328","11","92","0","0","0","0","11","68","1","18","0","100","0","0","0","0","0","0","70858","83581","0","0","15541","2818","135","135","0","0","0","0","0","0"
"INKA004576_KMYS_I_C_I2C1 - INKA003817_KMYS_I_C_I2C1","INKA004576_KMYS_I_C_I2C1","INKA004576","2402:8100:4000:0:0:f:1f00:2f63","Slot 2 / Port 1","INKA003817_KMYS_I_C_I2C1","INKA003817","2402:8100:4000:0:0:f:1f00:2f62","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","18","18","14","14","-31","-32","14","14","14","14","-30","-30","-32","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","86399","86399","135","135","0","0","0","0","0","0"
"INKA202161_KBAN_I_C_I2C1 - IDKA104657_KBAN_I_C_I2C2","INKA202161_KBAN_I_C_I2C1","INKA202161","2402:8100:4000:0:0:f:1f00:2345","Slot 2 / Port 1","IDKA104657_KBAN_I_C_I2C2","INKA202158","2402:8100:4000:0:0:f:1f00:2344","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15159","14739","15117","14697","15341","14921","Disable","1","1","18","18","18","18","-32","-31","18","18","18","18","-31","-30","-34","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","50","119","1","20","0","0","49","117","1","20","0","0","0","0","10","24","0","3","0","0","0","0","0","0","0","0","7217","75578","0","0","79182","10822","135","135","0","0","0","0","0","0"
"INKA006065_KBAN_I_C_I2C_1 - INKA004070_KBAN_I_C_I2C_3","INKA006065_KBAN_I_C_I2C_1","INKA006065","2402:8100:4000:0:0:f:1f00:10b","Slot 2 / Port 1","INKA004070_KBAN_I_C_I2C_3","INKA004070","2402:8100:4000:0:0:f:1f00:10a","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15187","14767","15117","14697","15341","14921","Disable","5","5","18","18","18","18","-31","-32","18","18","18","18","-30","-31","-36","-37","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","55","302","8","51","86399","86399","53","297","7","50","0","0","86399","86399","12","61","0","9","100","100","0","0","0","0","0","0","69715","84254","0","0","16684","2145","135","135","0","0","0","0","0","0"
"INKL301634_QUIL_I_C_I2C1 - INKL039924_QUIL_I_C_I2C1","INKL301634_QUIL_I_C_I2C1","INKL301634","2402:8100:4000:0:0:1:1f40:6a1","Slot 2 / Port 2","INKL039924_QUIL_I_C_I2C1","INKL039924","2402:8100:4000:0:0:1:1f40:6a0","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","20","20","17","17","-32","-35","17","17","17","17","-31","-33","-34","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","67","289","9","87","0","0","64","284","8","86","0","0","0","0","14","63","1","18","0","0","0","0","0","0","0","0","65754","82472","0","0","20646","3927","125","125","0","0","0","0","0","0"
"INKL300054_BALU_I_C_I2C1 - IDKL101725_BALU_I_C_I2C1","INKL300054_BALU_I_C_I2C1","INKL300054","2402:8100:4000:0:0:1:1f40:25","Slot 2 / Port 2","IDKL101725_BALU_I_C_I2C1","IDKL101725","2402:8100:4000:0:0:1:1f40:24","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14949","14529","14921","14501","15145","14725","Disable","1","1","20","20","17","17","-37","-37","17","17","17","17","-36","-36","-38","-38","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","7","0","0","0","0","0","86399","86399","0","0","0","0","489.311","489.311","672.601","672.601","672.601","402.86","402.86","57","424","14","144","0","0","54","416","13","141","0","0","0","0","6","51","1","16","0","0","0","0","0","0","0","0","67203","84722","0","0","19196","1677","223","223","0","0","0","0","0","0"
"INKA004523_KBAN_I_C_I2C1 - INKA005457_KBAN_I_C_I2C1","INKA004523_KBAN_I_C_I2C1","INKA004523","2402:8100:4000:0:0:f:1f00:7c3","Slot 2 / Port 1","INKA005457_KBAN_I_C_I2C1","INKA005457","2402:8100:4000:0:0:f:1f00:7c2","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","18","18","9","9","-29","-30","9","9","9","9","-28","-29","-31","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","76","382","12","88","86400","86400","73","377","11","86","0","0","86400","86396","15","77","1","17","0","0","0","0","0","0","0","0","75485","86010","0","0","10915","390","135","135","0","0","0","0","0","0"
"INKA000597_KBAN_I_C_I2C2 - INKA006053_KBAN_I_C_I2C2","INKA000597_KBAN_I_C_I2C2","INKA000597","2402:8100:4000:0:0:f:1f00:729","Slot 2 / Port 1","INKA006053_KBAN_I_C_I2C2","INKA006053","2402:8100:4000:0:0:f:1f00:728","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14739","15159","14697","15117","14921","15341","Disable","1","1","18","18","14","14","-29","-33","14","14","14","14","-27","-31","-32","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","84","199","5","45","83845","86051","82","196","4","44","0","0","82840","85907","17","40","0","8","0","0","0","0","0","0","0","0","58020","82525","0","0","28380","3875","135","135","0","0","0","0","0","0"
"IDKL107366_KZDE_I_C_I2C1 - INKL000268_KZDE_I_C_I2C1","IDKL107366_KZDE_I_C_I2C1","IDKL107366","2402:8100:4000:0:0:1:1f40:6d1","Slot 2 / Port 2","INKL000268_KZDE_I_C_I2C1","INKL000268","2402:8100:4000:0:0:1:1f40:6d0","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14949","14529","14921","14501","15145","14725","Disable","1","1","20","20","14","14","-31","-31","14","14","14","14","-31","-31","-32","-32","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","7","0","0","0","0","0","86400","86399","0","0","0","0","489.311","489.311","672.601","672.601","672.601","402.86","402.86","67","365","14","129","0","0","64","358","12","126","0","0","0","0","8","44","0","14","0","0","0","0","0","0","0","0","66418","84995","0","0","19982","1404","223","223","0","0","0","0","0","0"
"IDKA102202_KBAN_I_C_I2C1 - INKA006358_KBAN_I_C_I2C2","IDKA102202_KBAN_I_C_I2C1","IDKA102202","2402:8100:4000:0:0:f:1f00:432","Slot 2 / Port 1","INKA006358_KBAN_I_C_I2C2","INKA006358","2402:8100:4000:0:0:f:1f00:431","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15187","14767","15117","14697","15341","14921","Disable","1","1","18","18","10","10","-31","-32","10","10","10","10","-28","-29","-33","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","43","123","0","15","0","0","42","121","0","15","0","0","0","0","9","25","0","2","0","0","0","0","0","0","0","0","2570","71998","0","0","83829","14401","135","135","0","0","0","0","0","0"
"INKL209909_AMAL_I_C_I2C1 - IDKL102280_AMAL_I_C_I2C1","INKL209909_AMAL_I_C_I2C1","INKL209909","2402:8100:4000:0:0:1:1f40:1021","Slot 2 / Port 1","IDKL102280_AMAL_I_C_I2C1","IDKL102280","2402:8100:4000:0:0:1:1f40:1020","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14711","15131","14907","15327","Disable","1","1","20","20","13","13","-31","-31","13","13","13","13","-30","-31","-93","-92","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","8","0","0","0","0","0","80999","72900","0","0","0","0","243.123","243.123","672.601","672.601","672.601","213.6","213.6","69","280","10","102","0","0","67","275","9","100","0","0","72892","66600","24","65","1","22","100","100","0","0","0","0","0","0","71539","83169","0","0","13060","530","118","118","0","0","0","0","0","0"
"IDKL100213_PALO_I_C_I2C1 - IDKL105029_PALO_I_C_I2C1","IDKL100213_PALO_I_C_I2C1","IDKL100213","2402:8100:4000:0:0:1:1f40:15b1","Slot 2 / Port 1","IDKL105029_PALO_I_C_I2C1","IDKL105029","2402:8100:4000:0:0:1:1f40:15b0","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14935","14515","14921","14501","15145","14725","Disable","1","1","20","20","16","16","-35","-34","16","16","16","16","-34","-33","-50","-50","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","8","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","213.6","213.6","84","313","14","108","0","0","81","308","13","105","0","0","0","0","19","72","2","24","0","0","0","0","0","0","0","0","73447","86020","0","0","12952","379","118","118","0","0","0","0","0","0"
"IDKL100115_KALI_I_C_I2C1 - INKL076726_KALI_I_C_I2C1","IDKL100115_KALI_I_C_I2C1","IDKL100115","2402:8100:4000:0:0:1:1f40:421","Slot 2 / Port 1","INKL076726_KALI_I_C_I2C1","INKL076726","2402:8100:4000:0:0:1:1f40:420","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14963","14543","14935","14515","15131","14711","Disable","1","1","18","18","17","17","-32","-31","17","17","17","17","-31","-30","-92","-92","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","72899","76499","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","45","350","10","115","0","0","43","345","9","113","0","0","69864","66599","19","71","1","22","100","100","0","0","0","0","0","0","69503","81844","0","0","15996","3655","135","135","0","0","0","0","0","0"
"INKL013753_BALU_I_C_I2C1 - INKL084598_BALU_I_C_I2C2","INKL013753_BALU_I_C_I2C1","INKL013753","2402:8100:4000:0:0:1:1f40:c3","Slot 2 / Port 2","INKL084598_BALU_I_C_I2C2","INKL084598","2402:8100:4000:0:0:1:1f40:c2","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14949","14529","14921","14501","15145","14725","Disable","1","1","18","18","16","16","-26","-26","16","16","16","16","-26","-26","-26","-26","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","489.311","489.311","672.601","672.601","672.601","489.31","489.31","117","732","37","324","0","0","111","718","34","318","0","0","0","0","11","73","2","31","0","0","0","0","0","0","0","0","80345","86299","0","0","6054","100","271","271","0","0","0","0","0","0"
"INKL301580_MLYA_I_C_I2C1 - INKL023538_MLYA_I_C_I2C1","INKL301580_MLYA_I_C_I2C1","INKL301580","2402:8100:4000:0:0:1:1f40:2222","Slot 2 / Port 2","INKL023538_MLYA_I_C_I2C1","INKL023538","2402:8100:4000:0:0:1:1f40:2221","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14879","15299","14697","15117","14921","15341","Disable","1","1","20","20","16","16","-31","-31","16","16","16","16","-30","-30","-32","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","84","256","3","40","0","0","82","253","3","39","0","0","0","0","18","56","0","8","0","0","0","0","0","0","0","0","35637","80129","0","0","50762","6270","125","125","0","0","0","0","0","0"
